SF_ID_ENCR,ES_ECID,ES_HQECID,ES_MatchScore,ES_Tier,ES_WebsiteStatus,ES_InactiveFlag
56BB0C35D2FE383DB89E1457C19F371F,139129541,139129541,1,3,VALID,
BBC87C741418394BD93768A57CEA58A4,164045989,164045989,1,3,VALID,
6F7C1426DF0CC9331CE96A1E539B61E1,172020192,172020192,1,1,VALID,
0502B81191D5347895923C2307A59231,129001922,129001922,1,1,VALID,
7E200B97CF9AA4E2C4220E4FB21940D2,137805960,137805960,1,3,VALID,
FC9F2C635D1FEF7E55D838FEAFBE70D3,,,,,,
16AB8E4DCF570FAB95799F8047B601DF,142196990,142196990,1,1,REDIRECT,
7A705D3833B3A2FF154A1002EE34DE4B,149557392,149557392,1,3,INVALID,1
CBAD8ADC5F3CE17AD007A6043855E716,110158423,110158423,1,3,VALID,
DEDA83148D4552CD400A1611F5DA4678,128945070,128945070,1,1,VALID,
AFE212BD076E0319AE158569A5512B1A,156818462,156818462,1,1,VALID,
55EE034A734043950F6F3F991FCCBD21,159300432,159300432,1,1,VALID,
2F03DB47071727923D79D22FEAC09A47,133326192,133326192,1,1,VALID,
B36B43163B26648780F69CA156A655B7,140529144,140529144,1,2,,
0315082CDA22E00EFFED18E21A9C55B0,158295159,158295159,1,3,VALID,
5FB4C173ED56C17AB75A899FF0642A13,123933282,123933282,1,3,VALID,
AC3343D591EE3FFBB0371CE75DBFF49B,172853744,172853744,1,1,VALID,
DEFE4A8302CDF68432011D6BE2688BB0,138477448,138477448,1,2,VALID,
D9A70262D373ADA3EC71B0268CFF2DA2,125187359,125187359,1,1,VALID,
26660B414CBEB45A9876A52877AAB2EA,182741705,182741705,1,1,VALID,
C92851EE2E9B699283A039DC934B83DE,163194119,163194119,1,2,VALID,
E08FABD70B3F0ACFF68EEBC9800DD0BE,134031763,134031763,1,1,VALID,
34585B35258DF58CA507112C6FC6E178,102717299,102717299,1,1,VALID,
EBD86691FF19A2C38AD4A91C195E8F75,156529015,156529015,1,2,VALID,
6D24CAD257C2325F4AD48C7D0DF9C69E,210863973,210863973,1,3,,
5BD2E62196FD3FEF0D41CB35C66AF672,105902431,105902431,1,1,VALID,
1810B7B3BEB666FDC45D34126C690A6D,152933835,152933835,1,2,VALID,
E9A7E6409B2B9FAF4E588925F07D1A3E,118013119,118013119,1,1,VALID,
C011014F048F9C6299CFDA637C144BAD,199620424,199620424,1,2,VALID,
3C52EDDF6C51D324F4900F40E1C5D989,200826519,200826519,1,2,VALID,
0368DFD5C28D857BB899501DFFE99614,131219812,131219812,1,3,VALID,
9C4D533E4836345D566A017D0232AC7A,156050993,156050993,1,1,REDIRECT,
309BD70A792661FF6BF42546F084F539,138451474,138451474,1,3,INVALID,1
993654670633B209AF146E5E0F2934E1,131718618,131718618,1,2,VALID,
15A8D1BE85BC02F32BF51573AB668AC3,110875852,110875852,1,1,VALID,
057CE7FC3A316B18AC941890EC6C2CBE,163825532,163825532,1,3,VALID,
D87179AA983976E72BE28110458B22B2,159181900,159181900,1,1,VALID,
96D94CDC1AF6B79537E8A17B9E5A560B,176294269,176294269,1,1,VALID,
DA2B8B9D2AD9E580868FA0E437B44729,,,,,,
4565F7BCFBC039FA9106412D1DA645A4,151021261,151021261,1,1,VALID,
94A09FAFE96F4FEF52CE8BC4C2CB7B1E,135913729,135913729,1,2,VALID,
7869BF68A021784AB8A79E757DACE760,157341017,157341017,1,3,REDIRECT,
E82C3727966A9D241C303DB1A4E51D02,103193034,103193034,1,2,VALID,
D54B108DBB3ACF683100152ACDD3AFB9,160862388,160862388,1,3,VALID,
344E00B4D6EEBD4826C525AF11968039,145712437,145712437,1,1,VALID,
0848B313B0DB94A8291AA8DD513A9D35,147498505,147498505,1,2,VALID,
B73944D1B57157AEDA3D305E7E82CD14,128009120,128009120,1,1,VALID,
DD2DCBD311C0D139D9813C4CCED908B1,100480623,100480623,1,1,VALID,
6C3D6A2443EBF1552DF752136177EAF6,106377065,106377065,1,1,VALID,
74B13D485CE9BD0A1CC688D3A809346B,154925230,154925230,1,1,VALID,
D52ED0F4A7539017D9BE58D635CA028B,104312331,104312331,1,1,VALID,
0F22B9916E64DE95385080DD80BB0EF7,137009870,137009870,1,3,VALID,
5570CDB8536614FCB61938B7AB479CB8,156297835,156297835,1,2,VALID,
046E5822B14228B7580CD922BF087779,113893954,113893954,1,3,VALID,
0196EAFF25D9C6A7A98C8F4C68EA47E5,159254860,159254860,1,2,VALID,
